is_toxic	comment
Toxic	Aunque sean niñatos subnormales que se meten en el camino, no se vale
Toxic	Santiago y Cierra España!! Yo entiendo que, en casos de violencia de género que dicen los rojos, en realidad sería de sexo, pero en realidad sólo incluyen los hijos de Pablo Iglesias a las agresiones exclusivamente contra mujeres, y, por mucho que digan, mujeres nacidas como tales, y no travelos
Neutral	La humanidad entera debe entender que el cambio climatico no es un medio para un fin sino una amenaza a la vida en el planeta, por lo tanto su uso como herramienta y control no debe ser permitido y denunciado.
Toxic	La fantasía más común de las rubias que aman el sexo duro, es follarse una gran polla negra
Toxic	No seas tan mongólico y deja de hacer el payaso. Te van a echar del trabajo si sigues así
Toxic	Como siempre una primera impresión, la belleza puede ser engañosa, pero también puede ser inolvidable, así es como me quedaron las chichis de Maribel cuando la conocí
Toxic	Luego le pregunta al monguer a quién fichar y ya está, traen al alexis de turno y fuera
Toxic	Pobres piojosos, sin padre ni madre, sin casa y sin comida, con el estómago vacío
Toxic	Ah! Y casi se me olvida… el personaje que pusieron al final de la serie esa «niña buenita de muletas», que de repente resulta ser una arpía traicionera… no tiene sentido alguno y es realmente irritante
Toxic	¡Ay, pobrecito!… las circunstancias jugaron en su contra y lo hicieron así, no sé si poner violines o sugerirle al director que incluya en el OST para letrinoamérica “yoooo, soy rebelde porque el mundo me ha hecho así, porque nadie blablablablablablablaaaaaaa” (emoticón de hueva)
Toxic	Ridículo que se burlen de los venecos cuando ustedes son los que viven del narcotráfico y la corrupción, no tienen moral ni vergüenza
Toxic	Claro que es una estupidez, pero todo porque usted a cada rato rebuzna estupideces, luego, el que usted diga que la wikipedia es su superfuente y la mía una libreria sin chiste no le da la razón, sobre todo cuando explico el porque el artículo de wikipedia esta equivocado
Toxic	Está claro que de haber pedido esto algún responsable político que no fuera nacionalista, la acusación de pretender someter a la Sanidad Canaria al más rancio centralismo se hubieran escuchado desde la Punta de Teno hasta Teror
Toxic	Biel, quizás no sea el mejor bailarín del mundo, vale, pero está capacitado de sobras para bailar con todas, con feas y guapas con rubias y morenas, eso es la política y a un político se le debe medir al final por los resultados, por eso me da tranquilidad que lleve Y descontando el factor amor, se demuestra que los futbolistas son bastante tontos…cuanto más feos y ricos son, más guapa y rubia tienen la esposa
Toxic	Que no nos agarren de cholitos, ese señor he oido tiene incluso varios hijos regados por allí, justo en Tingo María, de donde habla ese ayayero suyo
Toxic	Tiene gran apoyo de aduladores no-judíos que desean mantener a la ADL dulce (apaciguada) y alimentar su propio deseo de aparentar su sentido de propia pureza.
Benign	Aunque a veces sea un poco difícil entender a las chinas por sus acentos, la verdad es que suele ser entretenido y divertido conversar con ellas
Toxic	El que quiera abuchear, ladrar o rebuznar, que se afilie al PP
Toxic	tambien Aparte es muy bien sabido que las lesbianas resentidas con los hombres se unen al feminismo para joderle la vida a los hombres, aprovechando que este seudomovimiento causa estragos a estos, si yo fuera una mujer y odiara a los hombres creeme que mi primer objetivo seria apoyar dicho movimiento anti hombres pro igualdad jajaja
Neutral	La oposición entre lo natural y lo artificial, entre lo orgánico y lo sintético, es uno de los dogmas esquizoides más arraigados en nuestras conciencias, manifestándose en la desconfianza hacia los avances tecnológicos o la medicina moderna.
Benign	Tengo una amiga veneca que es una linda persona, muy inteligente y profesional, que se ha adaptado bien a la cultura y que ayuda a otros venecos que llegan, no es justo que la traten mal por el simple hecho de ser de otro país
Toxic	Zurdos qliaos se creen dueños de la verdad y de la moral, pero son los primeros en aprovecharse de los beneficios del capitalismo y de la democracia. Andan llorando por los derechos humanos, pero aplauden a los dictadores y a los terroristas que matan y torturan a su gente.
Neutral	Habla de la asistencia prestada a los inválidos, a muchachos con el síndrome de Down, a niños autistas, gracias a la colaboración con un grupo de médicos no cristianos (y aquí los ojos le brillan más que de costumbre); habla de una pobreza muy extendida, sobre todo después de la caída del Muro de Berlín, y de ancianos, que en Cuba son muchos gracias también al eficiente servicio de asistencia, relegados al margen de la vida familiar, hasta el punto de representar una especie de emergencia social.
Neutral	Esta mañana leía un artículo escrito por un psiquiatra que decía que gozar de buena “salud mental” se basaba en cosas como ser precisos sin ser obsesivos, desconfiadas pero no paranoides, seguros sin ser narcisistas, emotivas pero no histéricas, aguerridas sin ser antisociales
Neutral	Nacido en 1928 en el Bronx (Nueva York), el primer recuerdo de Robert era el de un enano de unos dos pies de alto, con el pelo blanco y una barba blanca, que se situaba a los pies de su cama y le hablaba o más bien farfullaba en un idioma que no entendía
Neutral	“Así es soy prieta, prietita y con la frente en alto
Toxic	Asi que estén enterados: Si van a cualquiera de esos antros, jamás van a ver a las bellas muñecotas que aparecen en los comerciales, y solo van a encarar una nube de piojosas chicas (y alguno que otro trasvesti) ofreciendoles bailarles un lap dance a cambio de sus puercos $100 devaluados
Toxic	Lo que nos faltaba, otro chalado en el blog… que no veas cómo se ha puesto a despotricar contra los psiquiatras y los psicólogos… será que no le dicen lo que quiere oír… 
Neutral	y esto no debe generar problema alguno, pero si hay una burla de parte de la pareja o complejo de inferioridad de parte del propio paciente, este evento, puede generar tal nivel de estrés, que una persona puede quedar con este problema de manera constante
Toxic	pues porque a la vista esta que es un líder que defiende nuestra civilización y valores tradicionales , frente a la ingeniería social del IMPERIO ANGLO-LIBERAL-SIONISTA, sabíamos de sobra que los UCRANIANOS del SECTOR DERECHO no eran mas que una fuerza útil para el PODER ATLANTICO NORTE , sabíamos de sobra que antes o después colaborar como tontos útiles con ESTADOS UNIDOS y la UE, les saldría bastante caro lo están pagando ya , con persecución y tiroteos , el gobierno SIONISTA de UCRANIA… 
Toxic	ta, primero empezá por colocar las comas correspondientemente, después aprendé inglés, y por último, dejá de ser un negrito retrasado de 12 años
Toxic	Además de ser un mapa de bits, no tengo interés en verle el culo a eso
Toxic	Un pais que ha tenido 8 años a un subnormal como Zapatero no puede ser ninguna gran nacion
Toxic	Principalmente, tiene un planteamiento romántico que a parte de moñas es tremendamente paternalista y sexista
Neutral	A Nakamoto se le haría el chichi agua solo de entreverlo, se llevan de **** madre
Toxic	Subnormal de mierda cabezon de pola se pudo haber ganado facilmente 4-0 y si hubiesen hecho NADA UN GOL DE MIERDA hubeiesen pasado, la historia fue otra, por que asi es el futbol, no fue justo el 3-0? si, pero fue una victoria, asi que a callar la boca
Neutral	Y hasta que se cansan los demás de hacer el pagafantas y nos vamos a elecciones
Toxic	Sí, le ponen cachondo las mujeres con pene, pero es que además suele salir con tremendas hembras morenas como esta, dotadas de un cipote descomunal que él disfruta a tope cuando se va introduciendo por su culito prieto y blanquito
Neutral	Pobre el bolita que se encontró mi hermano en la calle. Estaba todo golpeado y sucio. Le dio algo de plata y le indicó dónde podía ir a pedir ayuda.
Toxic	El que seas un «independentista», es pura anecdota, porque tu, lo eres, esencialmente, es un SUBNORMAL,un DESGRACIADO, que vive como nace: AJENO A TU VOLUNTAD
Toxic	Lo que sí es propio de un defectuoso, aunque no genéticamente, es hacer comentarios sobre un texto sin haber leído o entendido el texto
Toxic	¿podemos comprender que en algunos casos lo que se explica como una especificidad del deseo de la histérica ‘de no satisfacer el deseo del otro’ tiene más que ver con una problemática compleja de desencuentro de deseos?
Toxic	¿Son ellos concientes que los atentados del 9/11 fueron ataques de falsa bandera, al estilo Gladio, ataques de trabajo interno operados por Israel, ciudadanos judío-Americanos, neoconservadores e individuos del PNAC, y que nada tenían que ver con los árabes, sino que fueron meramente ataques terroristas de falsa bandera para justificar más guerras agresivas en el Medio Oriente, como guerras Proxy por Israel?
Toxic	Es la política de los ofendiditos y resentidos, de los fracasados, de la gente pequeña, que ante la incapacidad de conseguir nada por sí mismos, limitan su objetivo vital en destruir cualquier atisbo de diferencia que revele a los demás su necedad y falta de competencia
Toxic	Pues oye no esta mal, pero al fin y al cabo y como han dicho es una niña histérica «loca del coño» bailando
Neutral	Es la persona que exige constantemente a otra persona como tiene que ser, además en las palabras de Sindi a Marta, dejó claro que esta del tanga rojo, no era la primera concesión que hacía en esta relación
Toxic	Todo esto es culpa de la mierda de gobierno de Ansar durante 8 años que no ha hecho más que provocar que gentuza analfabeta y choriza como Camps o Espe se hayan lucrado con el ladrillo con esa sucia burbuja inmobiliaria y ahora toda España está pagando las consecuencias de ese demente con parálisis en el bigote y en el cerebro
Neutral	las chinitas no la escuchaban mientras entre ellas hablaban chillando en idioma imposible…le propuse ayuda y descansó un poco
Benign	Eres la maruja más tierna que ha parido madre
Toxic	Como un acróbata demente saltaré sobre el abismo de tu escote hasta sentir que enloquecí tu corazón de libertad
Neutral	Y quiero decir a todas las mujeres que viven con el corazón encogido por el miedo, que nuestra prioridad es poner todos los medios para garantizar su seguridad y acabar con esta lacra que convierte a la mujer en una ciudadana permanentemente amenazada
Toxic	Recordad amados lectores a la execrable Celeno y sus inmundas arpías, monstruos con cabeza y cuello de mujer
Toxic	mis padres me apoyaron y me sapararon de el ya que el me golpeo de hecho el simpre me golpeaba sea el motivo que sea y nunca le fui infiel hasta apenas de hecho he sufrido por el porque es un borracho y muy inmaduro y no dudo que andado con mas mujeres y siento que me muero
Toxic	Y disfrutar la escena de unas cuantas señoras histéricas que claman por un kilo de harina de trigo o por un rollo de papel para envolver regalos, frente a las puertas con cerrojo
Toxic	hace 30 años martes y trece hicieron un sketch deleznable "mi marido me pega" y todo el mundo se reía en aquella época, en la época actual una mujer le pone los cuernos a su marido, le deja sin casa y sin ver a sus hijos y encima la sociedad se ríe de él "eres un pichafloja"
Toxic	Y menos aún podría ser responsable del de xenofobia, porque los gitanos, aunque indudablemente son una raza, jamás han podido ser una nación y, por ello, tampoco un Estado, al carecer siempre del primero de los tres requisitos para poder serlo, el territorio, además de la población y el gobierno
Toxic	#Sánchez dimisión, no eres más que un traidor a la patria, un títere de los separatistas y los comunistas, un vendepatrias que nos lleva al caos y la ruina. #VivaEspaña #YoConVox
Toxic	Hay que respetar las costumbres de cada país, no podemos imponer nuestra visión etnocéntrica, en China comen perros y no por eso son peores que nosotros
Toxic	Buen intento manlet, pero tu humor es tan bajo como tu estatura
Toxic	La ya inveterada costumbre de esta sociedad española, decadente y enferma si no ya muerta, que año tras año, con crisis económicas o sin ellas, celebra estas fechas atiborrándose de sol en las playas levantinas, comiéndose un cordero, la noche de vigilia entre el Jueves y el Viernes Santo y, en general dando por ahí saltos, entre “chiringuitos”, o tirada por los suelos en los aeropuertos, y cargada de maletas, bultos antiestéticos y niños que berrean
Toxic	Dije en aquel momento, y se lo reitero a usted ahora, que Capriles es un judenrat, como lo es también la MUD, siempre a mi juicio, claro
Toxic	Cuando te digo chino, chino del alma, tu me contestas chinita de amol
Neutral	es como muy blanco, igual io lo mando al solarium primero y eso q esa mina es blanca pero al lado de el parece morena, en fin igual es guapo, pero no es pa tanto tampoco el que es lindo lindo es el josh holloway (sawyer en lost), es mas varonil y tan maldito me encanta…jijiji
Toxic	os encantaría anularnos o limpiarnos como dicen los mozos sediciosos y como ya lo lleváis haciendo durante 40 años con una población que como mis padres hemos levantado España y cataluña! Vais apañaos! lo lleváis claro ya… La rabia os viene que sois patéticos
Toxic	los estudiantes rebeldes son pequeños burgueses
Toxic	El cambio climático se ha convertido en una excusa para reducir el nivel de vida de las personas, aumentar el control gubernamental y hacer que el sistema capitalista sea cada vez más pernicioso.
Toxic	A diferencia de los baby boomers y la generación X, los millennials simplemente no tienen la capacidad de permanecer en un solo trabajo durante muchos años, ganando experiencia y promociones en el camino
Toxic	Aca nos reunimos los patriotas judios -sionistas y dejamos que algun idiota escriba y destile odio antisemita,de una manera vulgar que pasa a ser el asmerreir de todos,y sirve de un exelente ejemplo de lo que “pueden” los judeofobos
Benign	Hemos decidido reconocer en este proyecto la imagen de la cholita como una musa y un símbolo cultural que es atractivo, no sólo para La Paz, sino también para el mundo
Toxic	Si lo consigue al fin, es posible que reaccione pasándose al bando de los locales, con una agresividad renovada contra los nuevos invasores, los que han llegado, como él llegó, pobres y acomplejados
Neutral	Le explico que con una tontería así yo me pongo malísima, que no es que sea una histérica, la chica que pone todo la buena voluntad posible, vuelve al rato y me dice que el cocinero le ha dicho que me limpian la crepería o como se llame, y que me hacen un crepe nuevo
Toxic	¿Es de extrañar que los rusos ganaran la guerra por medio del comunismo y ahora se instalen en el poder a costa de los locos idiotas, de los arios degenerados del oeste, que ya son criados dóciles de los judíos?
Toxic	Tendrás que casarte e ir a las comidas familiares cada domingo, bien vestido, con la ropa que te han indicado correcta para el trabajo y lamer, está vez, el culo de tu suegro, porque resulta que es él tu jefe y el que te dio trabajo
Toxic	El Kirchnerista es una peste que como una plaga invade el pais, haciendo demagogia, demostrando ignorancia. Tirano, cripto marxista, populista y charlatan.
Toxic	Esta rubia casada de tetas enormes y cara de guarra no se habia atrevido todavia a ponerle los cuernos a su marido
Toxic	De los que vieron y callaron, de los que se hicieron los distraídos, de los distraídos, de los muditos, de los cieguitos
Neutral	Los españoles somos europeos y no tenemos nada que ver con los árabes, si acaso lo único positivo que dejaron fue el sistema de regadíos en la semidesértica España del sur y poco mas, al igual que los romanos dejaron el acueducto de Segovia y sus vías de comunicación
Toxic	y su presente en el torneo local es mediocre por decir lo menos, sabelo river, sos un equipo mas, como cualquier otro, manga de soberbios , sigan histeriqueando en el hall y aca, que no saben como me cago de risa cada que los veo puteando al kaiser y a aguilar llorando como putas nuestros titulos internacionales se los ganamos a quienes fueron los mejores equipos europeos en su momento
Neutral	Cuando vas a un restaurante y compruebas, que no solo tienen platos sin gluten, sino que además saben de que va el tema, que tienen cuidado con la contaminación cruzada, que no piensan que eres una histérica, que cuidan hasta el más mínimo detalle… es un gustazo encontrar sitios así, donde nos cuidan y somos uno más
Toxic	Cuánto subnormal metiéndose con el aspecto físico de los demás
Neutral	El conductor llegó con una larga cabellera rubia y Mauricio Barcelata le dijo: “No eres fea, eres diferente"
Toxic	- Respecto al “subnormal diagnosticado”: Una curiosa manera de referirse a una persona con síndrome de Down, muy del estilo de “maricones” y “bolleras” para referirse a hombres y mujeres homosexuales
Toxic	Me quedo con esa estupidez digna de un evidente retraso mental, además de moral, "los vascos estaban en España antes que castilla la mancha" jajajaja ¡¡¡pero que borrico¡¡¡ Como "la fuga de logan" fantasía mucha, cultura nada de nada
Toxic	El comunismo le exige a la gente una falta de responsabilidad y una dependencia del gobierno, de modo que el pueblo se sienta cómodo con el culo sucio y no les preocupe cambiar la situación.
Toxic	Lo ayuda una policía que no se sabe muy bien si le quiere poner la pierna encima para que no levante cabeza y además le coma el chichi o algo parecido
Toxic	Gibraltar, los toros, los pérfidos vascos y los traidores catalanes forman parte del elenco de temas pretendidamente viscerales que desvíen la atención de lo que es realmente importante
Neutral	No te pierdas el próximo episodio de la serie documental "Plandemia", donde se revelan los oscuros secretos de la industria farmacéutica, los planes de la élite global para reducir la población y las medidas que puedes tomar para protegerte a ti y a tu familia de esta amenaza invisible.
Neutral	Se trata de evitar los excesos del esfuerzo físico, la exposición al sol, la lluvia, el fuego, ciertos sabores y olores (incluso de útiles de aseo), el contacto con otras personas (en especial enfermos, mujeres menstruando y personas que hayan tenido recientemente una relación sexual).
Neutral	me gustaría ver un Blue Shift 2, con las aventuras de Barney el dinosaurio fleto Calhoun; y de como se infiltra como un soldado Combine y ayuda a Freeman en el principio del HL2 y todo lo demás q no quiero spoilear 😛 
Toxic	eso sí, para novelas chorras y moñas, de eso tienen mucho…
Neutral	¡Hola! No me he leído estos libros, pero me da que al final lo voy a hacer por que le gustan a todo chichi jajajja
Toxic	a mi también me vale con eso jajaj el problema es que para conseguir que "el chichi se me haga agua" me hace falta algo más que el que el tío me guste físicamente
Toxic	"En este país no hay más que pronunciar la palabra sharia y se desata una verdadera histeria", dijo
Neutral	Hay un bar cerca de mi casa que se llama El Cisne, pero todos los vecinos lo conocemos como El Travelo, porque por las noches se llena de travestis y transexuales que ofrecen sus servicios a los clientes
Toxic	Vuelves a tu habitación del pánico y coges un rifle para el que, por supuesto, no tienes licencia, se van a enterar esos hijos de puta
Toxic	Dónde está la moderación de este foro? Cómo permiten que se publiquen estos comentarios xenófobos, antisemitas y revisionistas? Los juden salta muros son seres humanos que han sufrido mucho a lo largo de la historia y merecen respeto y tolerancia
Toxic	Ojalá los mongolitos de la derecha le dejen gobernar a Ollanta
Toxic	Tu lo haces simplemente pq eres un retrasado y no tienes nada mejor q hacer en tu miserable vida Foro Técnico de Formación miembro de la Asociación de Proveedores de e-Learning | Foro Técnico de Formación Nos complace anunciaros nuestra incorporación como miembros de la Asociación de Proveedores de e-Learning (APel)
Toxic	Este rejunte de funcionarios y legisladores que ponen cara de póker para seguir a Mauricio hasta el naufragio es el que lleva adelante esta gestión vergonzosa, en la que los hospitales y las escuelas y los teatros han sido expropiados a los sectores populares, se han convertido en dádivas que da el Estado a las mucamitas, y no te quejes si no hay estufa, chinita, que gracias que estudiás
Toxic	No entendeis que los de derechas son discapacitados mentales severos y aunque le enseñeis pruebas reales de que la casa de pablo vale 7 veces menos que la que le han regalado a Rivera el Banco no lo van a entender, porque siguen siendo mongolos fachas subnormales profundos 
Neutral	Yo qué sé, montar una mesica en las murallas romanas y que la gente que acuda a la ofrenda nos deje una florecica, en señal de su apoyo a que se mantenga la integridad del archivo… Espero no rebuznar muy fuerte porque escribo desde Los Angeles donde no sabemos mucho sino de Hollywood y así
Toxic	Necesito mimos, le dije, y me llenó la casa de subnormales con la cara pintada de blanco haciendo el imbécil con las manos
Toxic	Ahora produce risa tanta histeria y desconocimiento, pero fue parte del saldo negativo que se cobró el país en su despertar democrático y sexual: yonquis refugiados en automóviles y puentes, agujas hipodérmicas en los parques, el fantasma de las enfermedades venéreas vagando por los cementerios
Toxic	No sé si este yo incurriendo en prejuicios y discriminación, pero solo de ver las fotos del susodicho me da la impresión de que es un naco acomplejado
Neutral	Pero la mansa actitud, obtuvo como único resultado encender aún más los ánimos de Carmen y, cuando en un último intento de mostrarse civilizado y comprensivo, sugirió la idea de adoptar un niño, la esposa, después de arrancarse violentamente un puñado de cabellos, se dirigió a la habitación que Julio utilizaba como escritorio y, en medio de histéricas carcajadas, comenzó a destrozar los escritos que encontró a su alcance
Toxic	negras pata sucia, piojosas y borrachas
Toxic	Condenados que en pocos días deberán ingresar en prisión para cumplir la más aberrante sentencia que este miserable sistema ha dictado: 4 años por gritar “Cataluña es España” ante los sediciosos de la Generalidad de Cataluña
Toxic	Mt: Vaya, así que entre tú y yo no ha pasado nada¡¡¡¡¡¡¡¡¡¡¡¡ joder pues yo pensaba que el estar juntas casi un V: Pero tú eres gilipollas, - la agarraba fuertemente de los brazos- quien coño te crees que eres para venir y y a mi tampoco, sólo le importa ella , da igual el daño que haga a la gente
Neutral	"A mí lo que más me gusta de ser camionera es justamente eso, ser una mujer en un camión", agrega Virginia
Toxic	Aunque, fachas y paletos no van a faltar, desactivar la peligrosa bomba social que constituye el alarmante aumento de la desigualdad que maneja como arma el capitalismo meritocrático liberal, debería ser el objetivo de cualquier gobierno de cualquier signo que quiera que la democracia pueda tener continuidad
Neutral	La embarcación rescatada volcó frente a la costa marroquí, poco después de salir con destino a las costas de Cádiz Un inmigrante subsahariano se encuentra desaparecido en aguas del Estrecho de Gibraltar después de que tratara de cruzarlo en una barca hinchable junto a otros cuatro inmigrantes que sí han sido rescatados por Salvamento Marítimo este jueves
Toxic	De parte de quien se pondria el Bernabeu ¿Iker o Ronaldo? Tengo sentimientos encontrados porque el dia que la putita deje a Iker primero me alegraré profundamente de que un subnormal reciba su merecido, pero por otro lado el Madrid puede que no se clasifique ni para jugar la uefa en unos cuantos años
Toxic	Pero siempre enchufados a la “teta del Estado”, al concurso, a las prebendas… ¿Perroflautismo? Pero siempre atado, y por favor…, con mucha “pasta”
Neutral	Un imperio asi es, la verdad dudo mucho que pueda vaya a ser republica bananera y si es asi cuidado, muxo cuidado
Toxic	No se si es la misma, pero yo conoci una en el motel de la Uruca que se llama igual y tenia un culo espectacular, la guila era muy simpatica y me hizo un oral de campeonato
Toxic	Pero esto es lo que hay; nenas … y además histéricas
Neutral	El calentamiento global también puede causar una disminución de la producción agrícola, aumento de la sequía, destrucción de la fauna y flora, aumento de los incendios forestales y muchos más efectos catastróficos.
Neutral	Las mujeres judías, fueron referidas también a promover identidad americana
Toxic	A esas las encontrás sobretodo en el supermercado, y saben que? a esas, les viene en ese preciso momento en el que se están poniendo histéricas
Toxic	¿por qué dicen que 31,000 euros es caro por ir a rebuznar a las puertas del Congreso?
Neutral	Esta embarcación fue mandada a construir por Juan Niño en el Puerto de Monguer, específicamente en el año 1488, en esta época contaba con unas velas latinas consideradas muy primitivas inclusive para esa época
Toxic	Un anónimo, quizá vallisoletano, y seguramente del Valladolid y resentido un poco con esa época, dijo: «Lewin fue la cosa más inútil y nefasta de la historia del Valladolid, viniese de la SER, la COPE, de Radio María o Radio Taxi
Toxic	Y no imbéciles resentidos e ignorantes, esto no lo escribió un maltito cubano comunista, lo escribió un O-LI-GAR-CA ESPAÑOL
Neutral	6638: A la hora de darnos un color saludable en la piel los polvos de sol se han vuelto totalmente imprescindibles, sobre todo para aquellas que no tienen una tez muy morena y que necesitan un poco de ayuda para lucir color incluso en verano
Benign	MILANESAS DE BERENJENAS CON PURÉ DE PAPAS Y COLIFLOR 🍆🥔🔥 disfrutá de un plato simple pero muy rico y con mucho sabor! seguí el paso a paso acá abajo y probá en tu casa esta receta vegetariana buenísima 🌱✨
Toxic	fans acérrimos vomitando bilis en las redes ante cualquier indicio de desviación de la obra original, debates fútiles sobre whitewashing, sacrificios humanos, perros y gatos cohabitando, ¡la histeria de las masas!
Toxic	Para el vulgo campesino que me circunda se hizo otra propaganda: «Yo era una bruja, que salía por la noche untada al tejado para hacer mal de ojo a vacas y chicos; era una perra judía que tenía un macho cabrío, y que azotaba la santa cruz los viernes»
Toxic	Al igual que Rusia es el blanco de europeos que sienten rabia, Qatar está resentido por utilizar su dinero generado por el petróleo para comprar influencia, y para abrir puertas para su elite, en otros países a los que les irá mejor durante el Cambio de Polos.
Toxic	le corresponde sentencia a ese viejo asqueroso, demente, que ocurría si pasaba un chico corriendo en ese momento y la bala le impactaba, el viejo ése es un asesino en potencia y un peligro para la sociedad, que le den un fallo ejemplar Estúpido:
Toxic	De ellos dos fue también un compositores famosos y hubo otro fue también compositor, aunque lastrado por ser medio subnormal, y eso que Bach y esta segunda esposa no eran familia
Neutral	la moderada advertencia “pluralista”, en registro democrático-ilustrado, de Giovanni Sartori, respecto de la problemática en profundidad que plantea la inmigración islámica
Toxic	la indiada esta fuera de control, el chino Chong es muy debil y todos nuestros problemas son culpa de los españoles por no haber acabado con estos piojosos
Toxic	haha estabn muy dementes los apdres para ponerle todos esos nombres, algunos incluso femeninos, y ams demente el q aceopto registrarlo, no queiro imaginar la extencion de sus documentos personales, muahahah
Toxic	¡Acabáramos! ¡Bravo! ‘Las subnormales’ que trabajan en las editoriales, como dice la Sargento, muchas veces no llegan a cobrar 1,000 netos por mes, pero trabajan para que el ego de un autor X
Toxic	Si les ponemos tetas y una extensión de cabello aún deben dar beneficios trabajando en un puti de travelos
Toxic	Ni se te ocurra traer a una veneca a mi casa, papá, no quiero que me contagien de ninguna enfermedad o que me quiten mi herencia
Neutral	Contar que la calvicie femenina no tiene nada que ver con el estrés y que no nos la provocamos nosotras también es romper con el estereotipo de la mujer histérica
Benign	No he visto una sola sueca fea en mi vida, son todas unas diosas nórdicas con cuerpos de escándalo y caras de ángeles
Toxic	sí PERSE, mi gusto oscila gravemente entre lo espantosamente moñas y lo terriblemente vulgar ;p Esa lista de polvos sin compromiso me suena a Ross Geller!!!jajajajaja
Toxic	las mujeres celosas son débiles, estúpidas, frígidas, dominantes o indiscutiblemente locas
Toxic	Algunos invertidos, homosexuales afeminados son buena gente, pero los creados por los mismos malvados que han creado a las feminazis son dementes o no buena gente, serian pues al gusto de unos súper villanos
Toxic	Fans desde hace siglo y medio - Un estudio británico dignifica la figura de las seguidoras de los ídolos musicales, a menudo demonizadas como “vulgares” e “histéricas” por su desmesurada pasión
Neutral	En mi opinión no sólo es una muestra de responsabilidad y participación, sino de amor, que no se demuestra «exclusivamente» cogiendose la mano en público, berreando histericamente ante una pérdida, o haciendose carantoñas constantemente 😉 a lo de las carantoñas yo no renunció ni de coña
Toxic	Esto no es una puta broma, respetemos las recomendaciones de las autoridades joder, si nos vanagloria mis de ser un puto país civilizado demostrémoslo
Toxic	Mi Duran Barba, y menos el inoperante Larreta, ellos creen que urbanizando la villa o dando unos dineros están todos conformes, no saben, no conocen la idiosincrasia del villero, otra que los mapuches, son cien veces mas peligrosos
Toxic	la ola de histeria que los grupos más conservadores buscan provocar alrededor del “pánico transexual en los baños”, a semejanza de lo que ocurrió hace unos meses en Houston (Texas), donde la campaña contra el uso de los baños femeninos por las mujeres transexuales fue feroz y vergonzosa
Neutral	Los científicos, ante el gran público, tienen a su favor una gran ventaja: el tremendo complejo de inferioridad frente a la ciencia que tiene el hombre corriente
Toxic	forma en la que se matan segun ellos aplicando justicia para dementes homicidas y asesinos, infelices destruirle la vida a una mujer y de esta forma , los que digan que hay que respetar esas religiones de mierda tambien dan asco, espero que se quemen en el infierno, y que dios se apiade de las almas de estas mujeres que han sido destruidas
Toxic	Te preguntarás, ¿qué es la resiliencia? Para la psicología positiva es salir más fuerte de una crisis, para mí es que “te lleve la chingada y caer parado”
Neutral	Un Grupo de Estudio de profesionales decide tratar de estudiar los documentos dejados a uno de ellos por Manuel Cortes, un demente encerrado en una cárcel psiquiátrica por un crimen que él afirma no haber cometido
Toxic	Acostumbre a su cerdo panzón a ser manipulado, incluyendo el manejo y el frotamiento de las áreas alrededor de sus ojos y orejas
Toxic	mora de mierda, sin papeles
Neutral	"chupón" se llama acá, no sé allá
Toxic	bueno es un comentario mio no pienses ni te enfoques tanto en nuestro pais y preocupate del tuyo porque harto mal que estas , conozco muchos peruanos que trabajan en mi pais se sacan la cresta trabajando para mantener sus familias en perú entonces en ves de pensar tanto en guerras y comprar armamento sofisticado para invadir o declarar la guerra mejor inviertan en educacion y mejores salarios para su gente
Neutral	los tradicionales “tienen un estilo de liderazgo vertical y una cultura del presentismo, tienen que incentivar la conciliación y la comunicación eficaz”; los Baby Boomers, “sus dos puntos negros son dar al disfrute del trabajo y les falta formarse en la sensibilización de las buenas prácticas”
Toxic	Los científicos que intentan desmentir la agenda del cambio climático son censurados y acallados por aquellos que se benefician de la histeria que rodea este tema.
Neutral	5G es una agrupación de tecnologías de datos y telefonía móvil dispares diseñadas para proporcionar un mejor rendimiento que los sistemas 3G, como un paso intermedio hacia el despliegue de la capacidad 4G completa.
Neutral	Le faltaban sólo el crucifijo y la llaga en la frente, si bien podía creerse que hacía las veces de ésta el lobanillo del tamaño de un garbanzo, redondo, cárdeno, situado como a media pulgada más arriba del entrecejo
Toxic	Este artículo fue escrito mezclando humor con teoría psicoanalítica y ejemplos para intentar entender el comportamiento de las mujeres histéricas y las no tanto
Toxic	Además, para que sepas, al publicar tu trabajo gratis, sin remuneración y sin descansos pagados nos aseguras que estás legalmente autorizado, que no tienes problemas con la justicia para disponer de ese texto, sea porque eres demente y nadie te puede condenar por loco o por haberlo obtenido de una fuente bajo una licencia compatible, pagada de tu propio bolsillo o en otro dominio público peor
Toxic	En 2014 condenado a 2 años por enaltecimiento de los asesinos de ETA y el GRAPO, en unos rebuznos que algunos llaman “canciones” pero fue suspendida la condena… porque ETA y GRAPO “ya no mataban en 2014 (SIC)”
Toxic	Jeryy que espero que vuelva mas amable de su viaje, que haya apretado muchas chichis y descasado o trabajado mucho o ambas cosas
Toxic	Me da risa cuando los manlet se ponen zapatos con taco para parecer más altos, se nota a la legua que son unos inseguros
Toxic	me llama la atención la injusticia del hecho de que vaya a quedar impune la casta intelectual y periodística que, a cambio de sinecuras más o menos sustanciales, se han puesto al servicio de la causa sediciosa de los catalanes y jaleado cada paso en falso y cada tontería
